PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK,CFID,CFPARAMS,WIKIPEDIA_HANDLE,TWITTER_HANDLE,SALARY_MILLIONS,PTS,ACTIVE_TWITTER_LAST_YEAR,TWITTER_FOLLOWER_COUNT_MILLIONS
101135,David Lee,1610612759,SAS,34,79,58,21,0.734,18.7,110.2,99.2,11,0.126,1.51,18.4,0.118,0.211,0.167,12.1,0.59,0.613,0.166,98.36,0.126,248,420,3.1,5.3,0.59,54,10,172,32,250,65,32,22,205,230,170,44,75,55,355,36,41,301,232,63,151,210,191,269,22,5,"1,011,351,610,612,750",David_Lee_(basketball),lee042,2.102,7.3,1,0.356
201143,Al Horford,1610612738,BOS,31,68,46,22,0.676,32.3,110.7,105.8,5,0.239,2.93,25.7,0.049,0.183,0.118,8.8,0.527,0.553,0.199,98.96,0.125,379,801,5.6,11.8,0.473,192,62,183,50,59,56,219,70,65,28,63,190,138,156,150,163,184,171,189,64,76,76,64,70,149,5,"2,011,431,610,612,730",Al_Horford,al_horford,26.54,14,1,0.253
201580,JaVale McGee,1610612744,GSW,29,77,62,15,0.805,9.6,121.4,102.7,18.7,0.032,0.43,4,0.156,0.187,0.173,9.4,0.652,0.642,0.226,105.1,0.125,208,319,2.7,4.1,0.652,85,6,109,17,414,5,92,6,461,456,473,9,129,45,191,11,17,91,7,65,190,270,234,331,11,5,"2,015,801,610,612,740",JaVale_McGee,javalemcgee34,1.4,6.1,1,0.193
203468,CJ McCollum,1610612757,POR,25,80,40,40,0.5,34.9,109,107.9,1.2,0.175,1.66,14.1,0.024,0.09,0.057,8.5,0.544,0.585,0.274,99.29,0.125,692,1441,8.7,18,0.48,38,92,387,214,17,87,323,162,128,195,249,304,414,400,133,102,99,36,171,66,7,11,11,17,130,5,"2,034,681,610,612,750",C._J._McCollum,cjmccollum,3.22,23,1,0.161
200752,Rudy Gay,1610612758,SAC,30,30,11,19,0.367,33.8,106.5,104.8,1.7,0.14,1.12,12.6,0.039,0.176,0.107,11.2,0.502,0.559,0.251,98.07,0.125,201,442,6.7,14.7,0.455,383,392,149,374,36,162,173,143,180,319,289,223,151,186,302,241,162,60,256,67,199,196,43,39,197,5,"2,007,521,610,612,750",Rudy_Gay,0,13.33,18.7,0,0
1717,Dirk Nowitzki,1610612742,DAL,39,54,23,31,0.426,26.4,104.8,106.5,-1.7,0.099,1.61,9.5,0.018,0.267,0.14,5.9,0.495,0.529,0.255,96.06,0.124,296,678,5.5,12.6,0.437,287,287,278,304,132,229,256,251,252,209,372,380,29,101,36,265,277,56,394,68,116,106,70,62,262,5,"17,171,610,612,742",Dirk_Nowitzki,swish41,25,14.2,1,2.89
201572,Brook Lopez,1610612751,BKN,29,75,20,55,0.267,29.6,103.4,107.6,-4.2,0.143,0.96,10.4,0.058,0.13,0.095,10.9,0.531,0.578,0.29,104.03,0.124,555,1172,7.4,15.6,0.474,111,307,479,448,92,301,308,329,174,367,349,155,273,221,278,148,120,22,14,69,25,26,29,32,147,5,"2,015,721,610,612,750",Brook_Lopez,0,21.16,20.5,0,0
203087,Jeremy Lamb,1610612766,CHA,25,62,27,35,0.435,18.4,107.6,108.7,-1.1,0.113,1.88,11.3,0.029,0.224,0.127,6,0.502,0.55,0.235,95.9,0.124,226,491,3.6,7.9,0.46,244,243,330,295,257,125,363,237,225,146,320,271,63,129,38,242,193,79,401,70,175,178,157,163,180,5,"2,030,871,610,612,760",Jeremy_Lamb,jlamb,3.03,9.7,1,0.055
202702,Kenneth Faried,1610612743,DEN,27,61,29,32,0.475,21.2,109,112.1,-3.1,0.064,0.93,9,0.157,0.243,0.2,9.6,0.548,0.588,0.181,100.81,0.124,228,416,3.7,6.8,0.548,253,215,295,254,215,88,438,305,379,377,399,8,48,20,202,97,89,249,90,71,172,215,149,196,44,5,"2,027,021,610,612,740",Kenneth_Faried,kennethfaried35,12.08,9.6,1,0.4
203473,Dewayne Dedmon,1610612759,SAS,27,76,55,21,0.724,17.5,105.9,97.5,8.4,0.049,0.72,10.9,0.114,0.302,0.212,15.1,0.622,0.645,0.122,95.97,0.124,161,259,2.1,3.4,0.622,97,14,172,35,276,188,23,37,429,415,334,46,13,12,436,19,15,440,397,72,243,291,296,378,16,5,"2,034,731,610,612,750",Dewayne_Dedmon,d_dedmon3,2.89,5.1,1,0.015
2561,David West,1610612744,GSW,36,68,56,12,0.824,12.6,107.7,98.6,9.1,0.26,1.94,29.9,0.069,0.192,0.136,15.4,0.542,0.571,0.194,96.84,0.123,135,252,2,3.7,0.536,192,13,86,12,368,119,30,31,53,136,33,131,119,108,444,111,131,193,354,73,274,294,319,363,56,5,"25,611,610,612,744",David_West_(basketball),d_west30,1.55,4.6,1,0.235
101138,Brandon Bass,1610612746,LAC,32,52,29,23,0.558,11.1,103.7,116.7,-13,0.063,0.72,7.6,0.086,0.165,0.126,10.6,0.578,0.65,0.2,96.53,0.122,107,186,2.1,3.6,0.575,299,215,190,148,390,288,472,449,384,413,432,93,175,131,262,56,14,164,373,74,298,331,305,369,30,5,"1,011,381,610,612,740",Brandon_Bass,bestbetbass,1.55,5.6,1,0.025
200746,LaMarcus Aldridge,1610612759,SAS,31,72,52,20,0.722,32.4,109.1,103,6.1,0.1,1.42,9.9,0.084,0.171,0.128,7,0.488,0.532,0.249,94.47,0.122,500,1049,6.9,14.6,0.477,158,19,161,36,56,84,105,58,245,256,362,98,159,123,57,297,265,61,439,75,33,32,35,41,141,5,"2,007,461,610,612,750",LaMarcus_Aldridge,aldridge_12,20.57,17.3,1,0.669
203953,Jabari Parker,1610612749,MIL,22,51,22,29,0.431,33.9,106.8,109.3,-2.5,0.137,1.53,12.4,0.053,0.151,0.103,8.1,0.53,0.563,0.26,98.47,0.121,399,814,7.8,16,0.49,304,301,250,299,32,149,384,281,186,223,295,172,211,197,113,153,153,50,223,76,65,72,24,25,115,5,"2,039,531,610,612,740",Jabari_Parker,jabariparker,5.37,20.1,1,0.281
2548,Dwyane Wade,1610612741,CHI,35,60,29,31,0.483,29.9,103.1,105.5,-2.4,0.221,1.65,15.8,0.037,0.125,0.08,9.6,0.457,0.508,0.293,98.2,0.121,414,955,6.9,15.9,0.434,261,215,278,248,86,316,204,278,78,197,210,237,289,276,196,378,341,17,242,77,53,48,38,27,268,5,"25,481,610,612,741",Dwyane_Wade,dwyanewade,23.23,18.3,1,7.01
201950,Jrue Holiday,1610612740,NOP,27,67,32,35,0.478,32.7,103.7,102.8,0.9,0.355,2.52,29.6,0.022,0.103,0.063,11.8,0.51,0.532,0.235,100.12,0.121,405,893,6,13.3,0.454,202,188,330,252,49,289,93,168,15,58,36,333,374,364,331,220,264,81,125,78,61,59,55,52,203,5,"2,019,501,610,612,740",Jrue_Holiday,jrue_holiday11,11.28,15.4,1,0.129
203950,Jarnell Stokes,1610612743,DEN,23,2,0,2,0,3.3,115.3,118.3,-3.1,0.4,0,51.5,0.111,0.143,0.125,0,1,0.798,0.111,100.5,0.121,1,1,0.5,0.5,1,477,479,13,479,478,13,477,306,6,466,1,53,232,133,1,1,2,460,102,79,474,484,465,483,1,5,"2,039,501,610,612,740",Jarnell_Stokes,jarnellstokes,0.98,1.5,1,0.045
201949,James Johnson,1610612748,MIA,30,76,40,36,0.526,27.4,104.9,102.3,2.6,0.21,1.61,21.1,0.035,0.163,0.099,13,0.535,0.564,0.219,98.7,0.12,368,769,4.8,10.1,0.479,97,92,341,177,116,225,74,119,88,206,122,244,180,208,396,125,149,114,210,80,83,83,95,101,134,5,"2,019,491,610,612,740","James_Johnson_(basketball,_born_1987)",0,4,12.8,0,0
2555,Nick Collison,1610612760,OKC,36,20,10,10,0.5,6.4,86.8,104.1,-17.2,0.171,3,28.2,0.068,0.186,0.124,9.4,0.609,0.622,0.101,97.52,0.12,14,23,0.7,1.2,0.609,410,397,69,214,459,475,141,461,138,20,44,138,130,141,190,25,32,473,306,81,430,440,447,470,19,5,"25,551,610,612,760",Nick_Collison,nickcollison4,2.24,1.6,1,0.156
203078,Bradley Beal,1610612764,WAS,24,77,48,29,0.623,34.9,112.1,106.5,5.6,0.154,1.71,14.1,0.022,0.078,0.05,8.2,0.566,0.604,0.263,100.11,0.119,637,1322,8.3,17.2,0.482,85,47,250,99,18,42,261,61,155,182,246,327,446,434,119,68,55,45,126,82,18,20,18,21,124,5,"2,030,781,610,612,760",Bradley_Beal,realdealbeal23,22.12,23.12,1,0.276
2546,Carmelo Anthony,1610612752,NYK,33,74,29,45,0.392,34.3,106.1,111.1,-5,0.141,1.39,11.1,0.026,0.16,0.092,8,0.488,0.535,0.29,98.48,0.118,602,1389,8.1,18.8,0.433,126,215,431,335,24,177,429,349,177,261,325,292,189,228,106,296,251,21,220,83,22,16,22,10,269,5,"25,461,610,612,752",Carmelo_Anthony,carmeloanthony,24.56,22.4,1,8.94
201587,Nicolas Batum,1610612766,CHA,28,77,35,42,0.455,34,107.4,106.2,1.3,0.273,2.35,26.1,0.019,0.184,0.101,11.1,0.472,0.529,0.221,98.76,0.118,393,975,5.1,12.7,0.403,85,151,402,276,29,129,240,156,44,69,60,362,136,205,289,348,273,106,205,84,67,43,81,60,349,5,"2,015,871,610,612,760",Nicolas_Batum,nicolas88batum,20.87,15.1,1,0.912
201936,Tyreke Evans,1610612758,SAC,27,40,17,23,0.425,19.7,97.5,106.2,-8.6,0.281,2.03,20.8,0.017,0.178,0.095,10.2,0.462,0.501,0.27,98.53,0.118,150,370,3.8,9.3,0.405,343,338,190,305,238,432,239,409,39,117,125,386,145,220,246,370,368,37,213,85,260,237,148,121,343,5,"2,019,361,610,612,750",Tyreke_Evans,tyrekeevans,10.2,11.6,1,0.182
203471,Dennis Schroder,1610612737,ATL,23,79,42,37,0.532,31.5,103.4,105.4,-2,0.34,1.93,24,0.019,0.088,0.054,12.4,0.493,0.533,0.276,100.32,0.117,548,1214,6.9,15.4,0.451,54,82,352,168,65,302,196,264,19,137,88,366,421,418,368,273,259,32,111,86,27,25,36,34,211,5,"2,034,711,610,612,730",Dennis_Schröder,DennisMike93,2.7,17.9,1,0.044
203110,Draymond Green,1610612744,GSW,27,76,62,14,0.816,32.5,115.2,99.3,15.9,0.272,2.9,36.5,0.046,0.205,0.132,12.6,0.481,0.522,0.16,103.34,0.117,272,650,3.6,8.6,0.418,97,6,102,16,53,14,33,10,45,30,12,199,87,116,379,325,299,323,26,87,134,115,162,139,311,5,"2,031,101,610,612,740",Draymond_Green,money23green,15.33,10.2,1,0.911
203994,Jusuf Nurkic,1610612757,POR,22,65,34,31,0.523,21.4,104.4,106.5,-2.1,0.142,0.86,13.8,0.124,0.236,0.182,16,0.507,0.528,0.235,100.65,0.117,271,534,4.2,8.2,0.507,220,164,278,184,210,253,259,269,176,388,257,41,53,32,454,227,278,80,96,88,137,161,122,151,93,5,"2,039,941,610,612,750",Jusuf_Nurkić,bosnianbeast27,1.92,15.2,1,0.031
203901,Elfrid Payton,1610612753,ORL,23,82,29,53,0.354,29.4,104.7,107.5,-2.7,0.329,2.97,30.9,0.039,0.136,0.086,10.4,0.493,0.52,0.213,100.23,0.117,430,912,5.2,11.1,0.471,1,215,472,385,93,231,303,288,21,25,31,225,253,250,255,271,304,129,117,89,47,55,77,83,151,5,"2,039,011,610,612,750",Elfrid_Payton_(basketball),elfrid,12.8,12.8,1,0.05
1626158,Richaun Holmes,1610612755,PHI,23,57,16,41,0.281,20.9,102.4,110,-7.6,0.081,1.05,10.2,0.087,0.198,0.143,9.6,0.591,0.611,0.188,100.79,0.116,230,412,4,7.2,0.558,272,345,395,440,218,346,403,399,319,330,358,91,109,94,204,35,48,223,91,90,169,218,136,182,37,5,"16,261,581,610,612,700",Richaun_Holmes,rich_holmes22,1.07,9.8,1,0.01
201563,Michael Beasley,1610612749,MIL,28,56,23,33,0.411,16.7,106.9,108.5,-1.6,0.096,0.8,9.3,0.051,0.186,0.12,11.6,0.554,0.584,0.248,97.91,0.116,216,406,3.9,7.3,0.532,280,287,305,319,291,145,353,249,265,401,383,183,131,154,320,87,103,65,271,91,182,220,144,181,62,5,"2,015,631,610,612,740",Michael_Beasley,easyst0,0.31,9.4,1,0.064
201148,Brandan Wright,1610612763,MEM,29,28,14,14,0.5,16,106.1,102.3,3.9,0.06,1.5,8.6,0.078,0.115,0.097,5.7,0.615,0.628,0.166,93.54,0.116,83,135,3,4.8,0.615,390,371,102,214,309,171,76,82,393,232,416,113,327,214,31,22,25,299,462,92,327,358,212,297,18,5,"2,011,481,610,612,760",Brandan_Wright,bwright34,5.7,6.8,1,0.074
201937,Ricky Rubio,1610612750,MIN,26,75,28,47,0.373,32.9,108.9,109.9,-1,0.385,3.5,41.3,0.032,0.112,0.072,11.8,0.448,0.539,0.174,97.07,0.114,261,650,3.5,8.7,0.402,111,234,446,366,46,92,401,234,8,10,4,253,339,321,335,395,237,269,335,93,144,115,170,135,355,5,"2,019,371,610,612,750",Ricky_Rubio,rickyrubio9,13.4,11.1,1,2.23
201578,Marreese Speights,1610612746,LAC,29,82,51,31,0.622,15.7,106,108.4,-2.4,0.085,0.94,8.8,0.077,0.245,0.161,9.3,0.539,0.584,0.239,97.43,0.114,244,548,3,6.7,0.445,1,21,278,100,313,181,350,279,309,371,407,118,47,62,182,116,102,75,313,94,156,153,211,201,229,5,"2,015,781,610,612,740",Marreese_Speights,mospeights16,1.04,8.7,1,0.244
201568,Danilo Gallinari,1610612743,DEN,28,63,31,32,0.492,33.9,112.1,109.4,2.7,0.09,1.65,11.9,0.021,0.144,0.084,7.2,0.531,0.622,0.2,100.53,0.114,335,750,5.3,11.9,0.447,239,196,295,240,33,41,386,115,285,199,305,346,228,261,68,149,33,163,101,95,93,85,74,69,224,5,"2,015,681,610,612,740",Danilo_Gallinari,gallinari8888,15.05,18.2,1,0.711
203080,Thomas Robinson,1610612747,LAL,26,48,15,33,0.313,11.7,103.6,111.2,-7.5,0.088,0.67,10.3,0.158,0.304,0.225,15.2,0.536,0.535,0.206,99.31,0.114,105,196,2.2,4.1,0.536,316,357,305,420,381,291,431,397,291,421,355,7,12,9,440,124,249,145,170,96,300,328,291,337,56,5,"2,030,801,610,612,740",Thomas_Robinson_(basketball),trobinson0,1.05,5,1,0.126
202699,Tobias Harris,1610612765,DET,24,82,37,45,0.451,31.3,104.3,105.5,-1.3,0.087,1.48,10.1,0.026,0.155,0.089,6.9,0.532,0.568,0.218,97.41,0.113,511,1063,6.2,13,0.481,1,129,431,283,68,266,206,242,300,240,360,289,200,240,52,141,138,117,315,97,32,31,48,57,129,5,"2,026,991,610,612,760",Tobias_Harris,tobias31,16,16,1,0.022
203944,Julius Randle,1610612747,LAL,22,74,24,50,0.324,28.8,103.1,113.3,-10.2,0.195,1.53,19.8,0.074,0.254,0.161,13,0.499,0.543,0.215,100.9,0.113,377,773,5.1,10.4,0.488,126,275,460,408,104,318,455,430,106,225,132,123,36,65,390,257,221,124,86,98,77,81,83,98,118,5,"2,039,441,610,612,740",Julius_Randle,j30_randle,3.28,13.2,1,0.358
1627767,Cheick Diallo,1610612740,NOP,20,17,9,8,0.529,11.7,101.5,110.9,-9.4,0.031,0.57,4.2,0.115,0.286,0.195,7.3,0.474,0.51,0.203,101.07,0.113,36,76,2.1,4.5,0.474,425,401,54,171,380,378,423,421,463,439,472,45,20,23,76,344,333,154,80,99,390,397,297,314,146,5,"16,277,671,610,612,700",Cheick_Diallo,cheick_diallo13,1.31,5.1,1,0.015
203084,Harrison Barnes,1610612742,DAL,25,79,32,47,0.405,35.5,103.6,105.7,-2.1,0.076,1.14,7.2,0.037,0.132,0.082,6.3,0.498,0.541,0.255,93.9,0.112,599,1280,7.6,16.2,0.468,54,188,446,323,13,292,218,270,332,317,443,233,264,269,40,258,231,54,458,100,23,22,26,24,161,5,"2,030,841,610,612,740",Harrison_Barnes,hbarnes,3.87,19.2,1,0.597
